province	year	source	source_name	source_url	source_edition	table_id	table_title	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_tcm_hospital_beds	value_tcm_practicing_assistant_physicians	value_per_10000_population_tcm_hospital_beds	value_per_10000_population_tcm_practicing_assistant_physicians	rank_tcm_hospital_beds_per_10000	rank_tcm_practicing_assistant_physicians_per_10000	unit_tcm_hospital_beds	unit_tcm_practicing_assistant_physicians	notes
海南省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	9340000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	4359	2334	4.67	2.5	30	30	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖北省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	59170000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	47696	18586	8.06	3.14	11	26	beds	persons	Official NATCM Excel table; main core-density supply exposure.
湖南省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	68990000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	60393	27299	8.75	3.96	7	16	beds	persons	Official NATCM Excel table; main core-density supply exposure.
甘肃省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	26370000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	28906	14267	10.96	5.41	3	6	beds	persons	Official NATCM Excel table; main core-density supply exposure.
福建省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	39410000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	22117	16100	5.61	4.09	28	14	beds	persons	Official NATCM Excel table; main core-density supply exposure.
西藏自治区	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	3440000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	2327	2168	6.76	6.3	21	2	beds	persons	Official NATCM Excel table; main core-density supply exposure.
贵州省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	36000000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	25431	12086	7.06	3.36	17	25	beds	persons	Official NATCM Excel table; main core-density supply exposure.
辽宁省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	43590000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	32103	15998	7.36	3.67	14	21	beds	persons	Official NATCM Excel table; main core-density supply exposure.
重庆市	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	31020000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	31880	16578	10.28	5.34	4	7	beds	persons	Official NATCM Excel table; main core-density supply exposure.
陕西省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	38640000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	33895	14872	8.77	3.85	6	18	beds	persons	Official NATCM Excel table; main core-density supply exposure.
青海省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	6030000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	6168	3077	10.23	5.1	5	8	beds	persons	Official NATCM Excel table; main core-density supply exposure.
黑龙江省	2018	natcm_2018_extract_a95	National Administration of Traditional Chinese Medicine 2018 National TCM Statistical Extract	http://www.natcm.gov.cn/2020tjzb/%E5%85%A8%E5%9B%BD%E4%B8%AD%E5%8C%BB%E8%8D%AF%E7%BB%9F%E8%AE%A1%E6%91%98%E7%BC%96/atog/2018/A95.xlsx	2018	A95	2018年各地区万人口中医类医院床位数及万人口全国中医执业(助理)医师数	official_excel_numeric_extracted	official_natcm_excel_parsed	TCM hospital beds and TCM practicing/assistant physicians per population.	37730000	persons	natcm_2018_extract_a95	NATCM table reports province population in 10,000 persons; converted to persons.	28486	11803	7.55	3.13	13	27	beds	persons	Official NATCM Excel table; main core-density supply exposure.
